county,Sub_County,Ward,Latitude,Longitude,Locality,Start_Outbreak_Event,Report_Date,Disease_Condition,Nature_of_Diagnosis,Test_Used,Species_Affected,Number_at_Risk,Number_Sick,Number_Dead,Number_Slaughtered,Number_Destroyed,Production_System,Number_Humans_Affected_zoonosis,Disease_Control_Method,Number_Vaccinated,Organisation_GOK_Private,Source
West Pokot,Kapenguria,Siyoi,1.206388333,35.16325833,Village/Farm,6/10/2024,6/10/2024,Anaplasmosis,Clinical,,Cattle,3,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/16/2024,6/16/2024,Helminthiasis,Clinical,,Goats,25,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/17/2024,6/17/2024,Sarcoptic Mange,Clinical,,Camel,32,3,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,,,Crush,6/13/2024,6/13/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,12,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
West Pokot,Kapenguria,Kapenguria,1.303413333,35.12856,Village/Farm,6/12/2024,6/12/2024,Anaplasmosis,Clinical,,Cattle,7,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.8243097,36.6911715,Crush,6/13/2024,6/13/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,45,2,0,0,0,Extensive,0,"[Treatment, Quarantine]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/17/2024,6/17/2024,Mange,Clinical,,Dogs,6,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Samburu,Samburu East,Wamba West,0.9127025,37.1310524,Crush,6/18/2024,6/18/2024,Animal bites,Clinical,,Goats,0,0,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/16/2024,6/16/2024,Infectious Coryza ,Clinical,,Chicken,16,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7636376,39.1746861,Village/Farm,6/7/2024,6/7/2024,Helminthiasis,Clinical,,Goats,6,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/15/2024,6/15/2024,Infectious Bursai Disease (Gumboro),Clinical,,Chicken,15,4,2,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.4355,38.96498,Village/Farm,6/16/2024,6/16/2024,Mange,Clinical,,Cattle,21,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wumingu/Kishushe,-3.3830624,38.3348495,Crush,6/18/2024,6/18/2024,Poisoning,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Vaccination],0,GOK,KABS
Makueni,Makueni,Wote,-1.7859482,37.5975681,Village/Farm,6/18/2024,6/18/2024,Brucellosis,Clinical,,Cattle,1,10,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7539887,39.1477018,Village/Farm,6/14/2024,6/14/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wumingu/Kishushe,-3.3830624,38.3348495,Crush,6/11/2024,6/11/2024,Rabies,Clinical,,Cattle,2,1,0,0,0,Intensive,,[Vaccination],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51128,38.975645,Village/Farm,6/14/2024,6/14/2024,Tetanus,Clinical,,Donkey,15,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu North,Nyiro,2.101088333,36.92230667,Village/Farm,6/4/2024,6/4/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,88,21,3,0,0,Extensive,0,"[Treatment, Vaccination]",0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7335766,39.0464084,Village/Farm,6/14/2024,6/14/2024,Heart Water,Clinical,,Cattle,6,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu North,Nyiro,2.100998333,36.921995,Village/Farm,5/23/2024,5/23/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,71,6,1,0,0,Extensive,0,[Vaccination],0,GOK,KABS
Turkana,Kibish,Kibish,4.8670891,35.3937603,Village/Farm,6/5/2024,6/5/2024,Foot Rot,Clinical,,Goats,23,6,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7537787,39.1421735,Village/Farm,6/14/2024,6/14/2024,Pneumonia,Clinical,,Cattle,0,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Trans Nzoia,Kiminini,Sikhendu,0.840818333,34.85371167,Village/Farm,6/18/2024,6/18/2024,Black Quarter,Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Nakuru,Kuresoi North,Sirikwa,-0.2422836,35.7303366,Village/Farm,6/18/2024,6/18/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,3,1,0,0,0,Mixed,0,"[Vaccination, Quarantine]",0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7539887,39.1477018,Village/Farm,6/12/2024,6/12/2024,Pneumonia,Clinical,,Cattle,17,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu North,Nyiro,2.100933333,36.922105,Village/Farm,6/13/2024,6/13/2024,Haemorrhagic septicemia,Clinical,,Camel,17,3,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7302765,39.0432327,Village/Farm,6/12/2024,6/12/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,28,6,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7255635,39.0321574,Village/Farm,6/9/2024,6/9/2024,Helminthiasis,Clinical,,Cattle,15,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.050716667,35.57038333,Village/Farm,6/19/2024,6/19/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7537441,39.1428239,Village/Farm,6/9/2024,6/9/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,16,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.565435,38.64410333,Clinic,6/15/2024,6/15/2024,Babeosis ,Clinical,,Goats,36,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7636376,39.1746861,Village/Farm,6/7/2024,6/7/2024,Pneumonia,Clinical,,Cattle,15,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Migori,Suna East,God Jope,-1.1130331,34.6242851,Village/Farm,6/19/2024,6/19/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,2,1,0,0,0,Extensive,0,[Treatment],2,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7546752,39.143059,Village/Farm,6/9/2024,6/9/2024,Kennel cough,Clinical,,Dogs,2,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.751577,39.1314406,Village/Farm,6/3/2024,6/3/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,18,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7432863,39.0738427,Village/Farm,6/9/2024,6/9/2024,Helminthiasis,Clinical,,Sheep,16,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.45200724,34.14256515,Village/Farm,6/19/2024,6/19/2024,Dystocia,Clinical,,Cattle,1,1,0,0,0,Intensive,,C-section,0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7537787,39.1421735,Village/Farm,6/16/2024,6/16/2024,Helminthiasis,Clinical,,Cattle,4,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Nairobi,Kasarani,Ruai,-1.2735603,36.9912316,Village/Farm,5/8/2024,5/8/2024,White Muscle,Clinical,,Sheep,53,2,11,0,0,Mixed,0,"[Treatment, Vaccination]",53,GOK,KABS
Marsabit,Moyale,Uran,3.565126667,38.64444,Clinic,6/10/2024,6/10/2024,Respiratory Problem ,Clinical,,Camel,25,5,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Mbooni,Tulimani,-1.5131323,37.3568447,Village/Farm,6/17/2024,6/17/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,20,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.8650377,36.7400274,Village/Farm,6/7/2024,6/7/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,7,3,0,0,0,Extensive,0,"[Treatment, Vaccination, Quarantine]",7,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.8650377,36.7400274,Village/Farm,6/13/2024,6/13/2024,Enterotoxaemia,Clinical,,Sheep,23,2,2,0,2,Extensive,0,"[Treatment, Vaccination]",21,GOK,KABS
Narok,Transmara West,Lolgorian,-1.1085683,34.6242851,Village/Farm,6/19/2024,6/19/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,50,5,0,0,0,Extensive,0,"[Treatment, Vaccination]",50,GOK,KABS
Narok,Narok South,Loita,-1.9081773,35.7367639,Clinic,6/16/2024,6/16/2024,East Coast Fever(ECF),Clinical,,Cattle,80,3,1,1,1,Mixed,0,[Treatment],0,GOK,KABS
Nairobi,Kasarani,Ruai,-1.2735168,36.992216,Village/Farm,6/10/2024,6/10/2024,AFLATOXICOSIS,Clinical,,Dogs,8,3,3,0,0,Mixed,0,"[Treatment, Other]",0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4555044,34.1119838,Village/Farm,6/19/2024,6/19/2024,East Coast Fever(ECF),Clinical,,Cattle,4,3,0,0,0,Extensive,0,"[Treatment, Vector Control, Vaccination]",0,GOK,KABS
Nairobi,Kasarani,Ruai,-1.2783436,36.993223,Village/Farm,5/10/2024,5/10/2024,White Bacilary Diarrhoea ,Clinical,,Chicken,150,1,20,0,0,Mixed,0,"[Treatment, Vaccination]",150,GOK,KABS
Tana River,Garsen,Garsen Central,-2.325003333,40.14934167,Village/Farm,6/19/2024,6/19/2024,Helminthiasis,Clinical,,Goats,301,7,1,0,0,Extensive,,[No Action],0,GOK,KABS
Tharaka-Nithi,Maara,Chogoria,-0.2292523,37.6241905,Village/Farm,6/19/2024,6/19/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,3,2,0,0,0,,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.462784,38.9164036,Village/Farm,6/14/2024,6/14/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,19,4,0,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Taita Taveta,Voi,Marungu,-3.5581042,38.7486792,Village/Farm,6/19/2024,6/19/2024,Mange,Clinical,,Dogs,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Nairobi,Kasarani,Ruai,-1.2705437,36.9962439,Village/Farm,6/10/2024,6/10/2024,O,Clinical,,Dogs,2,2,2,0,0,Mixed,0,Lab Sample ,0,GOK,KABS
Turkana,Turkana South,Katilu,2.1553466,35.5050624,Village/Farm,6/19/2024,6/19/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,105,3,0,0,0,Extensive,0,"[Vaccination, Treatment]",102,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.539522,39.0595162,Village/Farm,6/16/2024,6/16/2024,Rabies,Clinical,,Donkey,4,1,0,0,0,Intensive,0,[Isolation],0,GOK,KABS
Nairobi,Kasarani,Ruai,-1.2785858,36.993223,Village/Farm,6/6/2024,6/6/2024,Aflatoxicosis ,Clinical,,Dogs,2,2,2,0,0,Mixed,0,[Treatment],0,GOK,KABS
Taita Taveta,Voi,Marungu,-3.5569672,38.7480373,Village/Farm,6/18/2024,6/18/2024,Nerval Illness ,Clinical,,Goats,85,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Bomet,Bomet Central,Ndaraweta,-0.685416667,35.36147,Village/Farm,6/5/2024,6/5/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,20,4,0,0,0,Mixed,0,"[Quarantine, Isolation]",0,GOK,KABS
Vihiga,Luanda,Luanda South,-0.0114002,34.5713546,Village/Farm,6/18/2024,6/18/2024,Clinical Mastitis,Clinical,,Cattle,15,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Nairobi,Kasarani,Ruai,-1.2735168,36.992216,Village/Farm,6/8/2024,6/8/2024,Aflatoxicosis ,Clinical,,Dogs,3,2,2,0,0,Mixed,0,"[Treatment, Other]",0,GOK,KABS
Vihiga,Luanda,Luanda Township,0.0286825,34.5886557,Village/Farm,6/17/2024,6/17/2024,Diqrrhoea due lush pasture,Clinical,,Cattle,20,6,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Tharaka-Nithi,Maara,Mwimbi,,,Village/Farm,6/19/2024,6/19/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,1,1,0,1,1,,0,[Vaccination],0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.409288333,38.491195,Village/Farm,6/17/2024,6/17/2024,Heartwater Disease,Clinical,,Cattle,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura East,0.5052204,34.3159405,Village/Farm,6/20/2024,6/20/2024,East Coast Fever(ECF),Clinical,,Cattle,4,2,0,0,0,Intensive,0,"[Treatment, Vaccination, Vector Control]",0,GOK,KABS
Samburu,Samburu East,Wamba West,0.6369567,37.3541728,Crush,6/20/2024,6/20/2024,Helminthiasis,Clinical,,Sheep,0,0,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Vihiga,Luanda,Luanda Township,0.0363618,34.6021482,Village/Farm,6/20/2024,6/20/2024,Heart Water,Clinical,,Cattle,13,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,,,Village/Farm,6/18/2024,6/18/2024,Hypocalcaemia,Clinical,,Cattle,1,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Kajiado,Kajiado South,Mbirikani/Eselenkei,-2.3949357,37.537888,Village/Farm,4/20/2024,4/20/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,500,50,0,0,0,Intensive,,"[Vaccination, Treatment, Isolation]",500,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.835633333,36.61898333,Crush,6/7/2024,6/7/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,56,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.4582899,36.7999583,Crush,6/12/2024,6/12/2024,Sheep scab,Clinical,,Sheep,49,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.6369567,37.3541728,Crush,6/20/2024,6/20/2024,Pneumonia,Clinical,,Goats,235,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.8373946,36.7231842,Crush,6/15/2024,6/15/2024,Footrot,Clinical,,Goats,45,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,-3.380678,38.3806025,Village/Farm,6/14/2024,6/14/2024,Trypanosomiasis,Clinical,,Cattle,1,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Makueni,Makueni,Mbitini,-2.0154759,37.4429592,Village/Farm,6/20/2024,6/20/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,2,1,0,0,0,Intensive,0,"[Treatment, Isolation]",0,GOK,KABS
Makueni,Kaiti,Ilima,-1.8540038,37.3929053,Village/Farm,6/16/2024,6/16/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,,0,"[Treatment, Vector Control]",0,GOK,KABS
Vihiga,Sabatia,Chavakali,0.1169567,34.7428288,Village/Farm,6/18/2024,6/18/2024,Mastitis,Clinical,,Cattle,0,1,0,0,0,,0,"[Treatment, Other]",0,GOK,KABS
Samburu,Samburu West,Suguta Marmar,0.8369516,36.7198151,Crush,6/15/2024,6/15/2024,Mange,Clinical,,Sheep,23,2,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Makueni,Kilome,Kiima Kiu/Kalanzoni,-1.7905739,37.2154672,Village/Farm,6/20/2024,6/20/2024,East Coast Fever(ECF),Clinical,,Cattle,9,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Makueni,Kilome,Kiima Kiu/Kalanzoni,-1.7905739,37.2154672,Village/Farm,6/20/2024,6/20/2024,Anaplasmosis,Clinical,,Cattle,14,2,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Isiolo,Merti,Cherub,1.3989746,39.300677,Village/Farm,6/20/2024,6/20/2024,Footrot,Clinical,,Cattle,13,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kilome,Kiima Kiu/Kalanzoni,-1.7905739,37.2154672,Village/Farm,6/20/2024,6/20/2024,Newcastle Disease (NCD),Clinical,,Chicken,350,2,0,0,0,Mixed,0,[Vaccination],350,GOK,KABS
Makueni,Kilome,Kiima Kiu/Kalanzoni,-1.7905739,37.2154672,Village/Farm,6/20/2024,6/20/2024,East Coast Fever(ECF),Clinical,,Cattle,8,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Kakamega,Butere,Marama Central,0.20610294,34.505099,Village/Farm,6/13/2024,6/13/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Isiolo,Merti,Cherub,1.1321995,39.1106203,Village/Farm,6/20/2024,6/20/2024,Pneumonia ,Clinical,,Goats,158,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kilome,Kiima Kiu/Kalanzoni,-1.7905739,37.2154672,Village/Farm,6/20/2024,6/20/2024,Fowl Pox,Clinical,,Chicken,250,2,0,0,0,Mixed,0,[Vaccination],250,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.06617837,35.60373773,Village/Farm,6/4/2024,6/4/2024,East Coast Fever(ECF),Clinical,,Cattle,5,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Bomet,Bomet East,Kembu,-0.8616579,35.4170607,Village/Farm,6/20/2024,6/20/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,6,1,0,0,0,Intensive,0,"[Vaccination, Quarantine]",0,GOK,KABS
Makueni,Kibwezi East,Ivingoni/Nzambani,-2.6717104,38.1333622,Village/Farm,6/12/2024,6/12/2024,Anaplasmosis,Clinical,,Cattle,2,1,1,0,1,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Isiolo,Merti,Cherub,1.3989746,39.300677,Village/Farm,6/20/2024,6/20/2024,Menge,Clinical,,Sheep,129,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Isiolo,Merti,Cherub,1.1340809,39.1102949,Village/Farm,6/20/2024,6/20/2024,Footrot,Clinical,,Goats,85,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.06249976,35.59295376,Village/Farm,6/10/2024,6/10/2024,Footrot,Clinical,,Goats,60,7,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,-3.380678,38.3806025,Village/Farm,6/19/2024,6/19/2024,Uterine Prolapse,Clinical,,Cattle,1,1,0,0,0,Intensive,0,"[Treatment, Stamping Out, Other]",0,GOK,KABS
Makueni,Kibwezi East,Ivingoni/Nzambani,-2.6765547,38.1366647,Village/Farm,6/9/2024,6/9/2024,Trypanosomiasis,Clinical,,Cattle,3,2,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Vihiga,Sabatia,Chavakali,0.1083028,34.7445556,Village/Farm,6/17/2024,6/17/2024,Mange,Clinical,,Pigs,0,2,0,0,0,,0,"[Treatment, Vector Control]",0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.05479352,35.58849137,Village/Farm,6/7/2024,6/7/2024,Anaplasmosis,Clinical,,Cattle,2,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Kapyego,1.12685076,35.51018381,Village/Farm,6/13/2024,6/13/2024,Pneumonia,Clinical,,Sheep,105,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Isiolo,Merti,Cherub,1.1321995,39.1106203,Village/Farm,6/20/2024,6/20/2024,Abscesses ,Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.08059963,35.59722741,Village/Farm,6/5/2024,6/5/2024,Redwater,Clinical,,Cattle,7,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Tana River,Bura,Bangale,-1.1961349,39.840067,Village/Farm,6/10/2024,6/10/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,2,2,0,0,0,Extensive,,"[Treatment, Quarantine]",0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.06065257,35.60100857,Village/Farm,6/7/2024,6/7/2024,East Coast Fever(ECF),Clinical,,Cattle,4,0,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Tana River,Bura,Bangale,-1.2003334,39.8394238,Village/Farm,5/15/2024,5/15/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,120,12,3,0,0,Extensive,,"[Treatment, Quarantine]",0,GOK,KABS
Tharaka-Nithi,Maara,Chogoria,-0.2290095,37.6275175,Village/Farm,6/21/2024,6/21/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,3,3,0,0,0,,,"[Treatment, Vaccination]",0,GOK,KABS
Bomet,Chepalungu,Chebunyo,-0.9424165,35.1713895,Village/Farm,6/20/2024,6/20/2024,Rabies,Clinical,,Cattle,50,1,0,0,0,Extensive,15,"[Vaccination, Quarantine, Isolation]",8,GOK,KABS
Samburu,Samburu East,Wamba West,0.6369567,37.3541728,Crush,6/21/2024,6/21/2024,Helminthiasis,Clinical,,Goats,0,3,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Makueni,Kibwezi West,Kikumbulyu North,-2.247425483,37.97630358,Village/Farm,6/21/2024,6/21/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,1,3,0,0,0,Mixed,0,[Isolation],0,GOK,KABS
Makueni,Kibwezi East,Ivingoni/Nzambani,-2.598991667,38.07320333,Village/Farm,6/21/2024,6/21/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,10,5,0,0,0,Mixed,0,[Quarantine],0,GOK,KABS
Taita Taveta,Taveta,Mboghoni,-3.487033333,37.63069167,Village/Farm,6/4/2024,6/4/2024,Trypanosomiasis,Clinical,,Cattle,5,0,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Tharaka-Nithi,Maara,Chogoria,,,Village/Farm,6/21/2024,6/21/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,5,5,0,0,0,,,"[Treatment, Isolation]",0,GOK,KABS
Tana River,Bura,Bangale,-1.1961349,39.840067,Village/Farm,6/2/2024,6/2/2024,Septicaemia/Salmonella ,Clinical,,Goats,75,3,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Narok,Narok South,Loita,-1.8564608,35.8510004,Village/Farm,6/16/2024,6/16/2024,East Coast Fever(ECF),Clinical,,Cattle,24,4,3,2,0,Mixed,0,[Treatment],0,GOK,KABS
Samburu,Samburu North,El-Barta,1.768631667,36.89443833,Village/Farm,6/16/2024,6/16/2024,Haemorrhagic septicemia,Clinical,,Camel,14,9,4,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kakamega,Malava,Chemuche,0.4153756,34.8491373,Village/Farm,6/20/2024,6/20/2024,Bee Stings ,Clinical,,Cattle,0,4,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Turkana,Turkana South,Katilu,2.2148876,35.5478303,Village/Farm,6/21/2024,6/21/2024,Goat Pox,Clinical,,Goats,253,9,0,0,0,Extensive,0,"[Vaccination, Isolation]",0,GOK,KABS
Isiolo,Merti,Cherub,1.43031,38.85052,Village/Farm,6/21/2024,6/21/2024,Menge,Clinical,,Sheep,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Lodokejek,0.858043333,36.81135167,Village/Farm,6/20/2024,6/20/2024,Skin Abscess,Clinical,,Goats,0,0,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Narok,Narok South,Loita,-1.7591888,35.8404362,Village/Farm,6/19/2024,6/19/2024,Helminthiasis,Clinical,,Sheep,122,3,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Isiolo,Merti,Cherub,1.371737,38.898747,Village/Farm,6/21/2024,6/21/2024,Pneumonia ,Clinical,,Goats,132,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.1202868,37.3925715,Crush,4/21/2024,4/21/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,289,29,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.522078333,39.04709667,Village/Farm,6/18/2024,6/18/2024,Mange,Clinical,,Dogs,3,3,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Makueni,Mbooni,Tulimani,-1.5342246,37.3822226,Village/Farm,6/20/2024,6/20/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,50,30,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Samburu,Samburu East,Wamba West,0.1186697,37.3862288,Crush,5/18/2024,5/18/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,372,107,12,0,0,Extensive,0,[Treatment],0,GOK,KABS
Tharaka-Nithi,Chuka/Igambang'Ombe,Mariani,,,Village/Farm,6/21/2024,6/21/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,10,6,1,0,0,,,[Treatment],0,GOK,KABS
Samburu,Samburu North,Nyiro,2.169773333,36.904635,Crush,6/22/2024,6/22/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,52,21,1,0,0,Extensive,0,"[Treatment, Vaccination]",0,GOK,KABS
Taita Taveta,Wundanyi,Werugha,-3.3940068,38.2841224,Village/Farm,6/19/2024,6/19/2024,Trypanosomiasis,Clinical,,Cattle,3,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Makueni,Kibwezi East,Masongaleni,-2.4777613,38.0626495,Village/Farm,6/20/2024,6/20/2024,Anaplasmosis,Clinical,,Cattle,3,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Taita Taveta,Taveta,Bomani,-3.3951974,37.6873779,Village/Farm,5/31/2024,5/31/2024,Fowl Typhoid ,Clinical,,Chicken,45,5,0,0,0,Intensive,8,[Treatment],0,GOK,KABS
Isiolo,Merti,Cherub,1.3717455,38.8987317,Village/Farm,6/21/2024,6/21/2024,Helminthiasis,Clinical,,Sheep,231,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
