county,Disease/ Condition,Number at Risk
Taita Taveta,Abortion ,0
Taita Taveta,East Coast Fever(ECF),1
Kwale,Mange,0
Taita Taveta,Orf,6
Taita Taveta,East Coast Fever(ECF),2
Taita Taveta,Retained Afterbirth ,0
Taita Taveta,Foot Rot,4
Taita Taveta,Foot Rot,0
Busia,East Coast Fever(ECF),3
Taita Taveta,Unknown ,0
Taita Taveta,Mange,0
Taita Taveta,Heart Water,17
Taita Taveta,East Coast Fever(ECF),1
Taita Taveta,East Coast Fever(ECF),3
Taita Taveta,East Coast Fever(ECF),0
Taita Taveta,East Coast Fever(ECF),2
Taita Taveta,Anaplasmosis,3
Taita Taveta,Pneumonia,64
Taita Taveta,Anaplasmosis,0
Taita Taveta,Mastitis,1
Taita Taveta,Off Disease,14
Taita Taveta,Coccidosis,300
Taita Taveta,Anaplasmosis,1
Taita Taveta,Anaplasmosis,3
Taita Taveta,Eye infection,35
Taita Taveta,Coccidosis,200
Taita Taveta,Trypanosomiasis,2
Taita Taveta,Orf,35
Taita Taveta,Mange/Ear Cancer,1
Taita Taveta,Milk Fever,8
Taita Taveta,Trypanosomiasis,4
Taita Taveta,East Coast Fever,2
Taita Taveta,Canine Distemper (CD),0
Taita Taveta,Bloat,1
Kwale,East Coast Fever(ECF),1
Kwale,Mastitis,3
Vihiga,Gangrenous Disease,175
Kwale,Anaplasmosis,2
Vihiga,Arthritis ,0
Samburu,Peste des Petit Ruminants (PPR),132
Samburu,Contagious Caprine Pleuropneumonia (CCPP),114
Vihiga,Black Quarter,1
Taita Taveta,Anaplasmosis,2
Vihiga,Mange,0
Vihiga,Helminthiasis ,0
Vihiga,Coccidosis,70
Taita Taveta,Helminthiasis,3
Vihiga,Helminthiasis,0
Taita Taveta,Trypanosomiasis,15
Vihiga,Helminthiasis ,0
Vihiga,Helminthiasis,0
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),6
Vihiga,Mastitis ,0
Vihiga,Helminthiasis,0
Vihiga,Helminthiasis,0
Marsabit,Rift Valley Fever (RVF),20
Vihiga,Helminthiasis,0
Marsabit,Brucellosis,86
Kwale,Helminthiasis,6
Taita Taveta,Pneumonia,12
Kwale,Orf,15
Marsabit,Swelling Lymph Nodes ,114
Kwale,Kennel cough,1
Marsabit,Malaria ,36
Marsabit,Respiratory Complications ,36
Marsabit,Orf,68
Marsabit,Brucellosis,82
Tana River,Sheep Pox,100
Bungoma,Helminthiasis,4
Marsabit,Anaplasmosis,7
Marsabit,Peste des Petit Ruminants (PPR),98
Kakamega,Contagious Caprine Pleuropneumonia (CCPP),29
Kakamega,Contagious Caprine Pleuropneumonia (CCPP),29
Marsabit,Respiratory Complications ,25
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),50
Kakamega,Lumpy Skin Disease (LSD),10
Marsabit,Peste des Petit Ruminants (PPR),98
Taita Taveta,Contagious Bovine Pleuropneumonia (CBPP),4
Kakamega,East Coast Fever(ECF),1
Samburu,Sprain On Left Hind Limb ,84
Taita Taveta,Pneumonia,400
Kakamega,East Coast Fever(ECF),1
Taita Taveta,Mange,3
Marsabit,Peste des Petit Ruminants (PPR),18
Taita Taveta,Fowltyphoid,20
Taita Taveta,Pneumonia,50
Taita Taveta,East Coast Fever(ECF),10
Taita Taveta,East Coast Fever(ECF),5
Busia,Heart Water,2
Taita Taveta,Dog Bite,100
Laikipia,Lumpy Skin Disease (LSD),800
Taita Taveta,Anaplasmosis,10
Busia,Lumpy Skin Disease (LSD),151
Bungoma,Helminthiasis,4
Laikipia,Foot Rot,400
Busia,Canine Distemper (CD),3
Vihiga,Laceration ,2
Mombasa,Lumpy Skin Disease (LSD),7
Marsabit,Peste des Petit Ruminants (PPR),123
Marsabit,Helminthiasis,6
Samburu,Foot and Mouth Disease (FMD),179
Busia,African Swine Fever (ASF),11
Samburu,Foot and Mouth Disease (FMD),50
Vihiga,Helmenthiasis,0
Samburu,Lumpy Skin Disease (LSD),179
Kakamega,Lumpy Skin Disease (LSD),3
Bomet,Foot and Mouth Disease (FMD),30
Bomet,Foot and Mouth Disease (FMD),30
Vihiga,Benign tumour of mammary gland ,1
Bomet,Foot and Mouth Disease (FMD),100
Bomet,Foot and Mouth Disease (FMD),30
Samburu,Foot and Mouth Disease (FMD),58
Samburu,Traumatic Pericarditis ,85
Samburu,Helminthiasis,135
Garissa,Contagious Caprine Pleuropneumonia (CCPP),35
Marsabit,Rift Valley Fever (RVF),15
Garissa,Peste des Petit Ruminants (PPR),35
Makueni,Helminthiasis,2
Makueni,East Coast Fever(ECF),2
Makueni,Helminthiasis,1
Bomet,Foot and Mouth Disease (FMD),70
Wajir,Peste des Petit Ruminants (PPR),234
Marsabit,Poisoning,80
Makueni,Helminthiasis,2
Marsabit,Pneumonia,18
Makueni,Helminthiasis,2
Marsabit,Poisoning,62
Marsabit,Poisoning,51
Marsabit,Poisoning,15
Makueni,Anaplasmosis,2
Marsabit,Mange,30
Marsabit,Poisoning,75
Marsabit,Poisoning,22
Marsabit,Poisoning,42
Marsabit,Helminthiasis,48
Marsabit,Heart Water,52
Marsabit,Brucellosis,55
Marsabit,Poisoning,63
Marsabit,Poisoning,45
Tana River,Pneumonia,800
Marsabit,Poisoning,66
Marsabit,Brucellosis,72
Tana River,Coccidosis,50
Marsabit,Mange,43
Tana River,Coccidosis,150
Marsabit,Mange,27
Tana River,Contagious Caprine Pleuropneumonia (CCPP),60
Tana River,Trypanosomiasis,15
Tana River,Pneumonia,123
Marsabit,Haemorrhagic septicemia,13
Marsabit,Helminthiasis,15
Tana River,Pneumonia,111
Tana River,Trypanosomiasis,1
Tana River,Contagious Caprine Pleuropneumonia (CCPP),8
Tana River,Contagious Caprine Pleuropneumonia (CCPP),76
Tana River,Helminthiasis,3
Tana River,Helminthiasis,5
Samburu,Hypocalcemia ,0
Samburu,Pneumonia,0
Tana River,Contagious Caprine Pleuropneumonia (CCPP),241
Tana River,Brucellosis,500
Kajiado,Goat Pox,86
Tana River,Contagious Caprine Pleuropneumonia (CCPP),67
Kakamega,Mange,3
Samburu,Severed Artery,0
Tana River,Lumpy Skin Disease (LSD),636
Tana River,Contagious Caprine Pleuropneumonia (CCPP),27
Tana River,Contagious Bovine Pleuropneumonia (CBPP),342
Tana River,Anaplasmosis,51
Tana River,Foot Rot,6
Taita Taveta,Babesiosis ,2
Taita Taveta,Pneumonia,8
Taita Taveta,Pink Eye,10
Kwale,Contagious Caprine Pleuropneumonia (CCPP),2
Lamu,Fowl Pox,30
Tana River,Helminthiasis,71
Lamu,Contagious Caprine Pleuropneumonia (CCPP),3
Kakamega,East Coast Fever(ECF),1
Tharaka-Nithi,0,1
Tharaka-Nithi,Trypanosomiasis,1
Tharaka-Nithi,Pneumonia,1
Lamu,Foot and Mouth Disease (FMD),15
Tana River,Contagious Caprine Pleuropneumonia (CCPP),51
Tharaka-Nithi,Trypanosomiasis,1
Tharaka-Nithi,Pneumonia,1
Tana River,Infectious Coryza,12
Tharaka-Nithi,Anaplasmosis,1
Makueni,Pneumonia,151
Tana River,0,0
Tana River,0,0
Tana River,Helminthiasis,27
Tana River,Trypanosomiasis,25
Tana River,Foot and Mouth Disease (FMD),27
Tana River,Pneumonia,0
Tana River,Helminthiasis,123
Tana River,Helminthiasis,0
Tana River,Foot and Mouth Disease (FMD),4415
Tana River,0,0
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),124
Tana River,Helminthiasis,0
Tana River,Trypanosomiasis,23
Tana River,Trypanosomiasis,0
Marsabit,Peste des Petit Ruminants (PPR),249
Tana River,Trypanosomiasis,27
Tharaka-Nithi,Lumpy Skin Disease (LSD),1
Tana River,Foot and Mouth Disease (FMD),45
Tharaka-Nithi,Anthrax,3
Tharaka-Nithi,Foot and Mouth Disease (FMD),7
Tharaka-Nithi,Foot and Mouth Disease (FMD),3
Tharaka-Nithi,Anthrax,2
Tana River,Contagious Caprine Pleuropneumonia (CCPP),187
Tharaka-Nithi,Anthrax,5
Busia,Trypanosomiasis,8
Taita Taveta,Coccidosis,2
Busia,Trypanosomiasis,6
Taita Taveta,East Coast Fever(ECF),1
Tharaka-Nithi,Anthrax,2
Kilifi,Helminthiasis,6
Baringo, ,10
Taita Taveta,East Coast Fever(ECF),1
Marsabit,Heart Water,11
Taita Taveta,Mastitis,1
Isiolo,Pneumonia,25
Taita Taveta,0,50
Marsabit,Peste des Petit Ruminants (PPR),27
Taita Taveta,Canine Distemper (CD),2
Taita Taveta,Bottle Jow Oedema(malnutrition),50
Baringo,Peste des Petit Ruminants (PPR),10
Taita Taveta,0,25
Bungoma,Foot and Mouth Disease (FMD),2
Baringo,Bluetongue ,31
Taita Taveta,East Coast Fever(ECF),2
Taita Taveta,CRDB(chronic Respiratory Disease),50
Taita Taveta,Canine Distemper (CD),3
Marsabit,Rift Valley Fever (RVF),15
Marsabit,Peste des Petit Ruminants (PPR),48
Taita Taveta,Mange,5
Taita Taveta,Traumatic Injury,10
Taita Taveta,Heart Water,5
Bungoma,Pneumonia,6
Taita Taveta,Coccidosis,20
Bungoma,0,4
Taita Taveta,Bloat,0
Kwale,Helminthiasis,68
Vihiga,Helminthiasis,0
Kwale,Pneumonia,11
Tana River,Contagious Caprine Pleuropneumonia (CCPP),21
Taita Taveta,Malnutrition Especially Protein Deficiency,5
Tana River,Peste des Petit Ruminants (PPR),20
Tana River,Helminthiasis,20
Vihiga,Helminthiasis,0
Tana River,Heart Water,25
Kwale,Injury ,4
Lamu,Contagious Caprine Pleuropneumonia (CCPP),250
Vihiga,Helminthiasis,2
Bungoma,Black Quarter,1
Tana River,Brucellosis,300
Tana River,Contagious Caprine Pleuropneumonia (CCPP),350
Tana River,Contagious Caprine Pleuropneumonia (CCPP),500
Tana River,Haemorrhagic septicemia,78
Tana River,Foot and Mouth Disease (FMD),618
Tana River,Coccidosis,253
Migori,Rift Valley Fever (RVF),15
Tana River,Contagious Caprine Pleuropneumonia (CCPP),615
Tana River,Trypanosomiasis,75
Tana River,Foot and Mouth Disease (FMD),200
Kisii,Anthrax,3
Tana River,Trypanosomiasis,412
Taita Taveta,Hydatid,0
Samburu,Warts ,83
Homa Bay,Foot and Mouth Disease (FMD),8
Kakamega,Anthrax,15
Taita Taveta,Anaplasmosis,0
Lamu,Foot and Mouth Disease (FMD),3
Taita Taveta,Trypanosomiasis,1
Bungoma,Trypanosomiasis,1
Samburu,Coryza,43
Migori,Rift Valley Fever (RVF),45
Turkana,Diarrhoea ,101
Migori,Rift Valley Fever (RVF),23
Taita Taveta,Bite Injury,3
Turkana,Diarrhoea ,101
Marsabit,Trypanosomiasis,1
Lamu,Animal bites,30
Busia,Ketosis/Enterotoxaemia,3
Lamu,Trypanosomiasis,35
Makueni,East Coast Fever(ECF),4
Turkana,Diarrhoea ,101
Marsabit,Peste des Petit Ruminants (PPR),37
Lamu,Pink Eye ,10
Makueni,East Coast Fever(ECF),2
Lamu,Enterotoxaemia,10
Lamu,Foot and Mouth Disease (FMD),30
Marsabit,Peste des Petit Ruminants (PPR),35
Marsabit,Newcastle Disease (NCD),6
Taita Taveta,0,20
Marsabit,Rift Valley Fever (RVF),52
Lamu,Foot and Mouth Disease (FMD),20
Baringo,Enterotoxaemia,12
Nyeri,Foot and Mouth Disease (FMD),100
Makueni,Lumpy Skin Disease (LSD),3
Turkana,Newcastle Disease (NCD),1
Busia,Helminthiasis,6
Nyeri,Foot and Mouth Disease (FMD),4
Kwale,Contagious Caprine Pleuropneumonia (CCPP),6
Makueni,Pneumonia,4
Wajir,Contagious Caprine Pleuropneumonia (CCPP),400
Wajir,Contagious Caprine Pleuropneumonia (CCPP),300
Samburu,Anaplasmosis,31
Kwale,Helminthiasis,15
Samburu,Mange,0
Wajir,Foot and Mouth Disease (FMD),300
Kwale,Pneumonia,1
Makueni,Toxins,147
Samburu,Metritis,4
Kwale,Helminthiasis,20
Marsabit,Rabies,5
Makueni,East Coast Fever(ECF),2
Kwale,Helminthiasis,12
Tharaka-Nithi,Enterotoxaemia,3
Marsabit,Peste des Petit Ruminants (PPR),20
Busia,East Coast Fever(ECF),2
Marsabit,Goat Pox,8
Kwale,Diarrhea ,3
Marsabit,Helminthiasis,0
Bungoma,Orf,3
Bungoma,Heart Water,2
Taita Taveta,Trypanosomiasis,5
Wajir,Goat Pox,200
Marsabit,Helminthiasis,0
Makueni,Rabies,0
Kakamega,Kennel cough,5
Marsabit,Helminthiasis,0
Kakamega,East Coast Fever(ECF),1
Marsabit,Helmets ,0
Vihiga,Anthrax,10
Marsabit,Pneumonia,99
Vihiga,Downer cow syndrome ,2
Marsabit,Helminthiasis,0
Marsabit,Helminthiasis,0
Marsabit,Helminthiasis,0
Marsabit,Helminthiasis,0
Marsabit,Helminthiasis,0
Marsabit,Helminthiasis,0
Marsabit,Helminthiasis,0
Makueni,0,3
Makueni,Foot and Mouth Disease (FMD),2
Bungoma,Anaplasmosis,7
Samburu,Anaplasmosis,3
Kwale,Contagious Caprine Pleuropneumonia (CCPP),21
Samburu,East Coast Fever(ECF),30
Vihiga,Helminthiasis,0
Taita Taveta,Mange,2
Taita Taveta,Johnes Disease,4
Kwale,Helminthiasis,15
Marsabit,Helminthiasis,0
Taita Taveta,Johnes Disease,3
Taita Taveta,Mastitis ,0
Marsabit,Helminthiasis,0
Taita Taveta,Pneumonia,3
Taita Taveta,East Coast Fever(ECF),3
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Trypanosomiasis,2
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Anaplasmosis,3
Taita Taveta,East Coast Fever(ECF),4
Taita Taveta,Anaplasmosis,0
Taita Taveta,Trypanosomiasis,3
Taita Taveta,East Coast Fever(ECF),4
Taita Taveta,Trypanosomiasis,1
Taita Taveta,Trypanosomiasis,1
Taita Taveta,Mastitis ,1
Taita Taveta,Trypanosomiasis,1
Taita Taveta,Johnes Disease,3
Taita Taveta,Anaplasmosis,3
Taita Taveta,Trypanosomiasis,2
Taita Taveta,Pneumonia,5
Taita Taveta,Mange,0
Taita Taveta,Anaplasmosis,3
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Pneumonia,5
Taita Taveta,Mastitis ,0
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Mastitis ,0
Taita Taveta,Trypanosomiasis,1
Taita Taveta,Pneumonia,3
Taita Taveta,Trypanosomiasis,0
Taita Taveta,Anaplasmosis,1
Taita Taveta,Poisoning,0
Taita Taveta,Pneumonia,2
Taita Taveta,Poisoning,0
Taita Taveta,Trypanosomiasis,2
Wajir,Animal bites,13
Taita Taveta,Helminthiasis,0
Taita Taveta,Anaplasmosis,0
Siaya,Heart Water,15
Taita Taveta,Eye Infection ,15
Vihiga,East Coast Fever(ECF),0
Vihiga,Ascites ,1
Siaya,Anaplasmosis,2
Vihiga,East Coast Fever(ECF),0
Vihiga,Uterine Prolapse,2
Marsabit,Mastitis ,1
Vihiga,East Coast Fever(ECF),2
Marsabit,Coccidosis,7
Vihiga,Hardware ,0
Vihiga,Laceration ,3
Marsabit,Helminthiasis,31
Vihiga,Helminthiasis,2
Tana River,Heart Water,36
Vihiga,Mastitis,6
Taita Taveta,Trypanosomiasis,2
Bomet,Rabies,25
Siaya,Lumpy Skin Disease (LSD),12
Lamu,Foot and Mouth Disease (FMD),37
Siaya,Trypanosomiasis,18
Elgeyo/Marakwet,Helminthiasis,8
Tana River,Contagious Caprine Pleuropneumonia (CCPP),11
Siaya,Bloat,7
Kwale,Enterotoxaemia,21
Tana River,Contagious Caprine Pleuropneumonia (CCPP),16
Busia,Bovine Salmonellosis,4
Marsabit,Brucellosis,7
Marsabit,Helminthiasis,24
Isiolo,Contagious Caprine Pleuropneumonia (CCPP),55
Busia,Mange,3
Isiolo,Contagious Caprine Pleuropneumonia (CCPP),66
Kakamega,Parvovirus,3
Baringo,Peste des Petit Ruminants (PPR),38
Kakamega,Brucellosis,1
Isiolo,Foot and Mouth Disease (FMD),44
Baringo,Peste des Petit Ruminants (PPR),69
Taita Taveta,Trypanosomiasis,2
Kakamega,Animal bites,0
Baringo,Peste des Petit Ruminants (PPR),70
Kakamega,Enterotoxaemia,3
Kakamega,Coccidosis,5
Taita Taveta,Helminthiasis,2
Baringo,Peste des Petit Ruminants (PPR),61
Baringo,Peste des Petit Ruminants (PPR),102
Baringo,Peste des Petit Ruminants (PPR),131
Baringo,Goat Pox,38
Baringo,Peste des Petit Ruminants (PPR),30
Taita Taveta,Pyometra,0
Trans Nzoia,Helminthiasis,0
Marsabit,Peste des Petit Ruminants (PPR),18
Baringo,Goat Pox,12
Baringo,Goat Pox,56
Tharaka-Nithi,Pneumonia,6
Baringo,Peste des Petit Ruminants (PPR),41
Elgeyo/Marakwet,Mastitis,4
Taita Taveta,East Coast Fever(ECF),1
Tharaka-Nithi,Foot and Mouth Disease (FMD),8
Taita Taveta,Foot Rot,1
Baringo,Contagious Caprine Pleuropneumonia (CCPP),30
Baringo,Goat Pox,40
Tharaka-Nithi,Anthrax,0
Taita Taveta,East Coast Fever(ECF),2
Meru,Pneumonia,1
Tharaka-Nithi,Anaplasmosis,1
Meru,Mastitis ,1
Tharaka-Nithi,Cowdriosis,3
Tharaka-Nithi,Mastitis ,2
Tharaka-Nithi,Anaplasmosis,1
Tharaka-Nithi,Anaplasmosis,2
Tharaka-Nithi,Trichomoniasis ,0
Tharaka-Nithi,Pneumonia,2
Tharaka-Nithi,Heart Water,0
Tharaka-Nithi,Brucellosis,5
Tharaka-Nithi,Pneumonia,4
Tharaka-Nithi,Lumpy Skin Disease (LSD),2
Meru,Hardware ,1
Tharaka-Nithi,Anaplasmosis,8
Tharaka-Nithi,Anthrax,2
Tharaka-Nithi,Pneumonia,10
Tharaka-Nithi,Pneumonia,0
Samburu,East Coast Fever(ECF),13
Tharaka-Nithi,Anaplasmosis,0
Tharaka-Nithi,Anaplasmosis,1
Vihiga,Clinical Mastitis,8
Taita Taveta,Newcastle Disease (NCD),1200
Tharaka-Nithi,Rabies,0
Taita Taveta,Lumpy Skin Disease (LSD),50
Vihiga,Milk Fever,1
Meru,Abscess ,2
Tana River,Contagious Caprine Pleuropneumonia (CCPP),15
Vihiga, Effects Of Dexamethasone,9
Vihiga, Retained Afterbirth,1
Tharaka-Nithi,Pneumonia,1
Vihiga,Profuse Diarrhoea,30
Kwale,East Coast Fever(ECF),11
Marsabit,Orf ,13
Marsabit,Haemorrhagic septicemia,16
Nakuru,Not Known,1
Vihiga,Postparturent Agalactia,1
Wajir,Rabies,423
Kwale,Helminthiasis,11
Tana River,Helminthiasis,3
Kitui,Contagious Caprine Pleuropneumonia (CCPP),33
Tana River,Pneumonia,1000
Tana River,Pneumonia,400
Kakamega,Animal bites,1
Kitui,Contagious Caprine Pleuropneumonia (CCPP),0
Kakamega,Lumpy Skin Disease (LSD),3
Bungoma,Helminthiasis,1
Tana River,Trypanosomiasis,115
Kitui,Contagious Caprine Pleuropneumonia (CCPP),43
Tana River,0,240
Kwale,Trypanosomiasis,8
Kitui,Contagious Caprine Pleuropneumonia (CCPP),0
Kwale,Pneumonia,6
Tana River,Trypanosomiasis,325
Tana River,Haemorrhagic septicemia,150
Taita Taveta,Trypanosomiasis,1
Kwale,Helminthiasis,12
Tharaka-Nithi,Anaplasmosis,2
Taita Taveta,Mastitis,3
Makueni,Anaplasmosis,1
Taita Taveta,Milk Fever,0
Taita Taveta,Helminthiasis,0
Taita Taveta,Anaplasmosis,0
Taita Taveta,Matitis,0
Taita Taveta,Foot Rot,0
Tana River,Newcastle Disease (NCD),31
Marsabit,Peste des Petit Ruminants (PPR),85
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Marsabit,Peste des Petit Ruminants (PPR),43
Marsabit,Peste des Petit Ruminants (PPR),38
Marsabit,Peste des Petit Ruminants (PPR),63
Marsabit,Mastitis ,15
Taita Taveta,Anaplasmosis,0
Marsabit,Peste des Petit Ruminants (PPR),55
Taita Taveta,Helminthiasis,0
Kakamega,East Coast Fever(ECF),2
Marsabit,Pneumonia,6
Marsabit,Brucellosis,49
Kwale,Helminthiasis,4
Marsabit,Peste des Petit Ruminants (PPR),74
Marsabit,Trypanosomiasis,16
Kwale,Pneumonia,8
Garissa,Contagious Caprine Pleuropneumonia (CCPP),215
Laikipia,East Coast Fever(ECF),3
Trans Nzoia,Calfscours Disease,1
Laikipia,East Coast Fever(ECF),7
Garissa,Helminthiasis,84
Garissa,Helminthiasis,123
Marsabit,Peste des Petit Ruminants (PPR),34
Garissa,Trypanosomiasis,74
Garissa,Mange,165
Laikipia,Infectious Bursai Disease (Gumboro),550
Laikipia,East Coast Fever(ECF),7
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),83
Marsabit,Trypanosomiasis,11
Marsabit,Peste des Petit Ruminants (PPR),83
Kakamega,East Coast Fever(ECF),0
Marsabit,Peste des Petit Ruminants (PPR),63
Bungoma,Anaplasmosis,5
Vihiga,Contagious Caprine Pleuropneumonia (CCPP),59
Kitui,Foot and Mouth Disease (FMD),5
Vihiga,Peste des Petit Ruminants (PPR),122
Vihiga,Brucellosis,46
Bungoma,Lumpy Skin Disease (LSD),6
Vihiga,Peste des Petit Ruminants (PPR),31
Vihiga,Goat Pox,75
Tana River,Fowl Typhoid,215
Taita Taveta,Orf Disease,20
Wajir,Haemorrhagic septicemia,42
Marsabit,Brucellosis,28
Mombasa,Anthrax,75
Marsabit,Brucellosis,43
Marsabit,Helminthiasis,33
Kwale,East Coast Fever(ECF),9
Marsabit,Trypanosomiasis,27
Garissa,Sheep Pox,65
Marsabit,Sheep Pox,33
Marsabit,Rift Valley Fever (RVF),70
Marsabit,Rift Valley Fever (RVF),46
Marsabit,Peste des Petit Ruminants (PPR),55
Marsabit,Enterotoxaemia,54
Marsabit,Pneumonia,73
Marsabit,Peste des Petit Ruminants (PPR),89
Marsabit,Camel Cough ,61
Marsabit,Peste des Petit Ruminants (PPR),44
Marsabit,Rift Valley Fever (RVF),20
Marsabit,Helminthiasis,104
Marsabit,Peste des Petit Ruminants (PPR),51
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),65
Marsabit,Peste des Petit Ruminants (PPR),42
Marsabit,Camel Pox,83
Marsabit,Enterotoxaemia,81
Makueni,Helminthiasis,0
Marsabit,Orf,53
Marsabit,Goat Pox,59
Marsabit,Camel Cough,57
Marsabit,Peste des Petit Ruminants (PPR),55
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),63
Makueni,Rabies,0
Busia,African Swine Fever (ASF),2
Marsabit,Contagious Bovine Pleuropneumonia (CBPP),47
Marsabit,Haemorrhagic septicemia,44
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),87
Kwale,Helminthiasis,4
Marsabit,Rift Valley Fever (RVF),50
Makueni,Helminthiasis,0
Marsabit,Helminthiasis,96
Marsabit,Brucellosis,32
Marsabit,Rift Valley Fever (RVF),36
Kakamega,Foot and Mouth Disease (FMD),7
Bungoma,Pneumonia,7
Marsabit,Peste des Petit Ruminants (PPR),45
Garissa,Foot and Mouth Disease (FMD),81
Marsabit,Camel Cough,56
Marsabit,Haemorrhagic septicemia,45
Marsabit,Peste des Petit Ruminants (PPR),84
Marsabit,Orf,43
Garissa,Trypanosomiasis,25
Marsabit,Rift Valley Fever (RVF),114
Marsabit,Camel Pox,56
Marsabit,Rift Valley Fever (RVF),72
Garissa,Contagious Caprine Pleuropneumonia (CCPP),68
Vihiga,Pneumonia,5
Elgeyo/Marakwet,East Coast Fever(ECF),4
Embu,Brucellosis,10
Nyeri,Pneumonia,14
Taita Taveta,Heavy Breathing ,5
Kitui,Trypanosomiasis,6
Baringo,Johnes Disease,4
Vihiga,Anaplasmosis,4
Busia,East Coast Fever(ECF),3
Kitui,Helminthiasis,13
Siaya,Trauma ,4
Kitui,Trypanosomiasis,1000
Busia,Babesiosis,2
Siaya,Helminthiasis,9
Vihiga,Pneumonia,6
Kitui,Pneumonia,0
Marsabit,Rift Valley Fever (RVF),54
Kitui,Pneumonia,44
Vihiga,Stomach Enteritis ,4
Marsabit,Peste des Petit Ruminants (PPR),21
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Marsabit,Rift Valley Fever (RVF),77
Kwale,Contagious Caprine Pleuropneumonia (CCPP),8
Marsabit,Goat Pox,21
Marsabit,Infectious Bronchitis,8
Trans Nzoia,Helminthiasis,17
Bungoma,Lumpy Skin Disease (LSD),5
Tana River,Haemorrhagic septicemia,423
Tana River,Haemorrhagic septicemia,432
Kakamega,Lumpy Skin Disease (LSD),100
Taita Taveta,Canine Distemper (CD),2
Kakamega,Lumpy Skin Disease (LSD),64
Kwale,Contagious Caprine Pleuropneumonia (CCPP),11
Taita Taveta,Tryps and Helminthiasis,1
Kwale,CRD,42
Tharaka-Nithi,Anthrax,3
Taita Taveta,Mastitis,1
Tharaka-Nithi,Anthrax,3
Kakamega,Lumpy Skin Disease (LSD),280
Kwale,Helminthiasis,11
Taita Taveta,Mastitis,1
Makueni,Coccidosis,2
Taita Taveta,Helminthiasis,0
Makueni,East Coast Fever(ECF),1
Makueni,Lumpy Skin Disease (LSD),20
Bungoma,Hyenas Bite ,51
Trans Nzoia,Helminthiasis,1
Trans Nzoia,Foot and Mouth Disease (FMD),9
Samburu,Non Specific Diarrhoea ,57
Samburu,0,43
Bungoma,Foot and Mouth Disease (FMD),14
Siaya,Heart Water,21
Elgeyo/Marakwet,Retained  After Birth,1
Marsabit,Peste des Petit Ruminants (PPR),231
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Helminthiasis,0
Taita Taveta,Helminthiasis,1
Marsabit,Trypanosomiasis,36
Kwale,Contagious Caprine Pleuropneumonia (CCPP),21
Vihiga,East Coast Fever(ECF),2
Marsabit,Brucellosis,56
Vihiga,Helminthiasis,0
Samburu,Hemonchosis,63
Marsabit,Peste des Petit Ruminants (PPR),86
Marsabit,Haemorrhagic septicemia,36
Marsabit,Peste des Petit Ruminants (PPR),89
Busia,Trypanosomiasis,5
Kwale,Lumpy Skin Disease (LSD),50
Kakamega,Pneumonia,2
Siaya,Heart Water,6
Garissa,Peste des Petit Ruminants (PPR),154
Garissa,Peste des Petit Ruminants (PPR),140
Bungoma,Enterotoxaemia,6
Taita Taveta,Trypanosomiasis,9
Makueni,Anaplasmosis,3
Kwale,Helminthiasis,12
Kwale,Trypanosomiasis,13
Kwale,Pneumonia,10
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Makueni,Lumpy Skin Disease (LSD),1
Bungoma,Foot and Mouth Disease (FMD),5
Samburu,Contagious Caprine Pleuropneumonia (CCPP),258
Siaya,Anaplasmosis,6
Samburu,Foot and Mouth Disease (FMD),154
Makueni,Anaplasmosis,7
Makueni,Helminthiasis,6
Tharaka-Nithi,Lumpy Skin Disease (LSD),3
